,,,,,,EXTINTORES DE PLANTA,,,,,,,,,,,,,,,,
,Orden,LOTE,RESPONSABLE,EDIFICO,UBICACIÓN,TIPO,CLASE,CAP.,VTO DE CARGA,VTO PH,BALIZA,CARTEL EN ALTURA,DEMARCACIÓN DE PISO,NRO INTERNO,NRO FABRICACIÓN,AÑO,MARCA,ESTADO,RESERVA,ORIGEN RESERVA,VENCIMIENTO DE LA RESERVA,EMPRESA DE MANTENIMIENTO
,1073,LOTE 95,Villareal D.,Unidad de Cajas.,Centro de Copiado,POLVO,ABC,2.5 Kg,5/2021,5/2022,OK,OK,OK,194,630,2011,Horizonte,En planta,,#N/A,#N/A,
468719,1074,LOTE 95,Villareal D.,Ex unidad de  Varillas.,Col. L1 / 03,AFFF,AB,10 Lts,,,OK,OK,OK,91,300063,2018,Melisam,En recarga,468719,,11/2020,
,1075,LOTE 95,Villareal D.,Ex unidad de  Varillas.,Col. L1 / 05,POLVO,ABC,10 Kg,10/2020,10/2023,OK,OK,OK,120,657961,2018,Melisam,En planta,,#N/A,#N/A,
1831,1076,LOTE 95,Villareal D.,Ex unidad de  Varillas.,Col.M / 03,CO2,BC,5 Kg,,,OK,OK,OK,92,855780,2018,Melisam,En recarga,1831,,03/2021,
698,1077,LOTE 95,Villareal D.,Ex unidad de  Varillas.,Col. M / 05,AFFF,AB,10 Lts,,,OK,OK,OK,47,468759,2018,Melisam,En recarga,698,G-22,12/2020,
,1078,LOTE 95,Villareal D.,Ex unidad de  Varillas.,Col. N / 02,POLVO,ABC,10 Kg,12/2020,12/2023,OK,OK,OK,125,676624,2018,Melisam,En planta,,#N/A,#N/A,
,1079,LOTE 95,Villareal D.,Ex unidad de  Varillas.,Dotación de Prevención,POLVO,ABC,25 Kg,5/2021,5/2023,OK,OK,OK,S/Nª Int.,51881,2018,Melisam,En planta,,#N/A,#N/A,
,1080,LOTE 95,Villareal D.,Ex unidad de  Varillas.,Dotación de Prevención,POLVO,ABC,25 Kg,5/2021,5/2023,OK,OK,OK,S/Nª Int.,51936,2018,Melisam,En planta,,#N/A,#N/A,
676606,1081,LOTE 95,Villareal D.,Ex unidad de  Varillas.,Dotación de Prevención,POLVO,ABC,10 Kg,,,NOK,NOK,NOK,S/Nª Int.,657999,2018,Melisam,En recarga,676606,,07/2021,
,1082,LOTE 95,Villareal D.,Ex unidad de  Varillas.,Dotación de Prevención,AFFF,AB,25 Lts,5/2021,5/2023,NOK,NOK,OK,S/Nª Int.,3706,2011,Horizonte,En planta,,#N/A,#N/A,
,1083,LOTE 95,Villareal D.,Ex unidad de  Varillas.,Dotación de Prevención,AFFF,AB,25 Lts,10/2020,10/2020,NOK,NOK,OK,S/Nª Int.,3708,2011,Horizonte,En planta,,#N/A,#N/A,
,1084,LOTE 95,Villareal D.,Ex unidad de  Varillas.,Dotación de Prevención,AFFF,AB,10 Lts,11/2020,11/2020,NOK,NOK,OK,S/Nª Int.,468138,2018,Melisam,En planta,,#N/A,#N/A,
,1085,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-,POLVO,ABC,10 Kg,10/2020,10/2024,OK,OK,OK,1361,365676,2009,Melisam,En planta,,#N/A,#N/A,
2250,1086,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-,POLVO,ABC,10 Kg,,,OK,OK,OK,1362,1984,2010,Horizonte,En recarga,2250,A-02,1/5/2021,
1926,1087,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-,POLVO,ABC,10 Kg,,,OK,OK,OK,1363,1843,2010,Horizonte,En recarga,1926,A-02,1/6/2021,
2269,1088,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-,POLVO,ABC,10 Kg,,,OK,OK,OK,1364,465293,2010,Fadesa,En recarga,2269,A-02,1/5/2021,
3456,1089,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-,POLVO,ABC,10 Kg,,,OK,OK,OK,1365,4151,2010,Horizonte,En recarga,3456,A-02,1/6/2021,
55,1090,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-,POLVO,ABC,10 Kg,,,OK,OK,OK,1366,2173,2010,Horizonte,En recarga,55,A-02,1/6/2021,
,1091,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-,POLVO,ABC,10 Kg,10/2020,10/2020,OK,OK,OK,1367,1905,2010,Horizonte,En planta,,#N/A,#N/A,
3594,1092,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Servicios generales-,POLVO,ABC,10 Kg,,,OK,OK,OK,1368,4454,2010,Horizonte,En recarga,3594,A-02,1/5/2021,
46754,1093,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas,POLVO,ABC,10 Kg,,,OK,OK,OK,1369,1636,2010,Horizonte,En recarga,46754,A-02,1/6/2021,
3655,1094,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas,POLVO,ABC,10 Kg,,,OK,OK,OK,1370,2055,2010,Horizonte,En recarga,3655,A-02,1/5/2021,
381296,1095,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas,POLVO,ABC,10 Kg,,,OK,OK,OK,1371,378802,2009,Melisam,En recarga,381296,A-02,1/6/2021,
13329,1096,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas,POLVO,ABC,10 Kg,,,OK,OK,OK,1372,3365,2010,Horizonte,En recarga,13329,A-02,1/10/2020,
,1097,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas,POLVO,ABC,10 Kg,10/2020,10/2021,OK,OK,OK,1373,1433,2010,Horizonte,En planta,,#N/A,#N/A,
,1098,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas,POLVO,ABC,10 Kg,5/2021,5/2025,OK,OK,OK,1374,2132,2010,Horizonte,En planta,,#N/A,#N/A,
,1099,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas,POLVO,ABC,10 Kg,6/2021,6/2023,OK,OK,OK,1375,3938,2010,Horizonte,En planta,,#N/A,#N/A,
4402,1100,LOTE 95,Zabala M.,Playa Antigranizo Comercial- Sevicio Generales- Ventas directas.,Playa Ventas directas,POLVO,ABC,10 Kg,,,OK,OK,OK,1376,4436,2010,Horizonte,En recarga,4402,A-02,1/6/2021,
625256,1101,LOTE 95,Zabala M.,Ex Puesto Nº 10,Ex Puesto Nº 10,POLVO,ABC,10 Kg,,,OK,OK,OK,1121,676133,2018,Melisam,En recarga,625256,B-03,1/12/2020,
625406,1102,LOTE 95,Zabala M.,Garage Servicio Generales.,Garage Servicio Generales.,POLVO,ABC,10 Kg,,,OK,OK,OK,1122,676096,2018,Melisam,En recarga,625406,B-03,1/12/2020,
676702,1103,LOTE 95,Zabala M.,Garage Servicio Generales.,Garage Servicio Generales.,POLVO,ABC,10 Kg,,,OK,OK,OK,1123,676055,2018,Melisam,En recarga,676702,B-03,1/12/2020,
657786,1104,LOTE 95,Zabala M.,Garage Servicio Generales.,Garage Servicio Generales.,POLVO,ABC,10 Kg,,,OK,OK,OK,1124,624904,2018,Melisam,En recarga,657786,B-03,1/12/2020,
625234,1105,LOTE 95,Zabala M.,Taller de CCTV,Taller de CCTV,POLVO,ABC,10 Kg,,,OK,OK,OK,1125,675986,2018,Melisam,En recarga,625234,A-02,1/12/2020,
676678,1106,LOTE 95,Zabala M.,Galpón Chipiadora,Galpòn Chipiadora,POLVO,ABC,10 Kg,,,OK,OK,OK,1126,365616,2009,Melisam,En recarga,676678,A-02,1/10/2020,
676011,1107,LOTE 95,Zabala M.,Galpón Chipiadora,Galpòn Chipiadora,POLVO,ABC,10 Kg,,,OK,OK,OK,1127,3444,2009,Melisam,En recarga,676011,A-02,10/2020,
798677,1108,LOTE 95,Zabala M.,Galpón Chipiadora,Galpòn Chipiadora,POLVO,ABC,10 Kg,,,OK,OK,OK,1128,361474,2009,Melisam,En recarga,798677,A-02,10/2020,
673868,1109,LOTE 95,Zabala M.,Galpón Chipiadora,Galpòn Chipiadora,POLVO,ABC,10 Kg,,,OK,OK,OK,1129,403690,2009,Melisam,En recarga,673868,A-02,1/10/2020,
,1110,LOTE 95,Zabala M.,Galpón Chipiadora,Galpòn Chipiadora,POLVO,ABC,10 Kg,12/2020,12/2023,OK,OK,OK,1130,365666,2009,Melisam,En planta,,#N/A,#N/A,
676634,1111,LOTE 95,Zabala M.,Galpón Chipiadora,Galpòn Chipiadora,POLVO,ABC,10 Kg,,,OK,OK,OK,1131,403992,2009,Melisam,En recarga,676634,A-02,1/10/2020,
,1112,LOTE 95,Zabala M.,Galpón Chipiadora,Galpòn Chipiadora,POLVO,ABC,10 Kg,10/2020,10/2024,OK,OK,OK,1132,381237,2009,Melisam,En planta,,#N/A,#N/A,
52138,1113,LOTE 95,Zabala M.,Depósito de combustibles CNHIndustrial-FPT-Norte-,Dep. Comb. Norte,AFFF,AB,100 Lts,,,OK,OK,OK,1114,51300,2018,Melisam,En recarga,52138,K,5/2021,
1179,1114,LOTE 95,Zabala M.,Depósito de combustibles CNHIndustrial-FPT-Norte-,Dep. Comb. Norte,CO2,BC,5 Kg,,,OK,OK,OK,1112,1802,2011,Horizonte,En recarga,1179,E-16,1/6/2021,
692,1115,LOTE 95,Zabala M.,Depósito de combustibles CNHIndustrial-FPT-Norte-,Dep. Comb. Norte,AFFF,AB,10 Lts,,,OK,OK,OK,1113,472,2011,Horizonte,En recarga,692,G-21,5/2021,
3473,1116,LOTE 95,Zabala M.,Depósito de combustibles CNHIndustrial-FPT-Norte-,Dep. Comb. Norte,AFFF,AB,10 Lts,,,OK,OK,OK,1111,527,2011,Horizonte,En recarga,3473,,1/11/2020,
,1117,LOTE 95,Zabala M.,Depósito de combustibles CNHIndustrial-FPT-Norte-,Dep. Comb. Norte,AFFF,AB,10 Lts,7/2021,7/2022,OK,OK,OK,1115,272,2011,Horizonte,En planta,,#N/A,#N/A,
,1119,LOTE 95,Zabala M.,Vestuario de Operarios Central,Vest. Operarios Central,POLVO,ABC,10 Kg,5/2021,5/2023,OK,OK,OK,1276,676737,2018,Melisam,En planta,,#N/A,#N/A,
,1120,LOTE 95,Zabala M.,Vestuario de Operarios Central,Vest. Operarios Central,AFFF,AB,10 Lts,11/2020,11/2022,OK,OK,OK,1277,468135,2018,Melisam,En planta,,#N/A,#N/A,
857995,1121,LOTE 95,Zabala M.,Vestuario de Operarios Central,Vest. Operarios Central,CO2,BC,5 Kg,,,OK,OK,OK,1279,855796,2018,Melisam,En recarga,857995,F-19,1/6/2021,
855784,1122,LOTE 95,Zabala M.,Vestuario de Operarios Central,Vest. Operarios Central,CO2,BC,5 Kg,,,OK,OK,OK,1278,855794,2018,Drago,En recarga,855784,F-19,1/6/2021,
857928,1123,LOTE 95,Zabala M.,Vestuario de Operarios Central,Central termica,CO2,BC,5 Kg,,,OK,OK,OK,1280,855745,2018,Drago,En recarga,857928,F-19,1/6/2021,
,1124,LOTE 95,Zabala M.,Foresteria,Aire acondicionado,POLVO,ABC,5 Kg,10/2020,10/2023,OK,OK,OK,1203,657392,2018,Melisam,En planta,,#N/A,#N/A,
,1125,LOTE 95,Zabala M.,Foresteria,Aire acondicionado,POLVO,ABC,10 Kg,10/2020,10/2023,OK,OK,OK,1204,676066,2018,Melisam,En planta,,#N/A,#N/A,
2632,1126,LOTE 95,Zabala M.,Foresteria,Foresteria Cocina,POLVO,ABC,5 Kg,,,OK,OK,OK,1205,657307,2018,Melisam,En recarga,2632,C-06,1/6/2021,
8560,1127,LOTE 95,Zabala M.,Foresteria,Foresteria salon Break,POLVO,ABC,5 Kg,,,OK,OK,OK,1206,657119,2018,Melisam,En recarga,8560,#N/A,#N/A,
5191,1128,LOTE 95,Zabala M.,Foresteria,Foresteria salon Break,POLVO,ABC,5 Kg,,,OK,OK,OK,1207,669384,2018,Melisam,En recarga,5191,C-06,1/6/2021,
852985,1129,LOTE 95,Zabala M.,Foresteria,Foresteria Hall,CO2,BC,3.5 Kg,,,OK,OK,OK,1208,857110,2018,Drago,En recarga,852985,E-15,1/11/2020,
6404,1130,LOTE 95,Zabala M.,Foresteria,Forestaria Auditorio,HALON,ABC,5 Kg,,,OK,OK,OK,1210,4428,2011,Horizonte,En recarga,6404,C-06,6/2021,
2956,1131,LOTE 95,Zabala M.,Foresteria,Forestaria Auditorio,POLVO,ABC,5 Kg,,,OK,OK,OK,1209,669359,2018,Melisam,En recarga,2956,A-00,1/6/2021,
1491716,1132,LOTE 95,Zabala M.,Foresteria,Foresteria Slda. Emerg,POLVO,ABC,5 Kg,,,OK,OK,OK,1212,657086,2018,Melisam,En recarga,1491716,C-06,1/6/2021,
985555,1133,LOTE 95,Zabala M.,Foresteria,Foresteria Slda. Emerg,POLVO,ABC,5 Kg,,,OK,OK,OK,1211,657073,2018,Melisam,En recarga,985555,#N/A,#N/A,
,1134,LOTE 95,Zabala M.,Foresteria,Foresteria Externo,POLVO,ABC,5 Kg,10/2020,10/2023,OK,OK,OK,1214,657500,2018,Melisam,En planta,,#N/A,#N/A,
855630,1135,LOTE 95,Zabala M.,Foresteria,Forestaria Externo,CO2,BC,3.5 Kg,,,OK,OK,OK,1213,857037,2018,Drago,En recarga,855630,E-15,1/11/2020,
857051,1136,LOTE 95,Zabala M.,Foresteria,Foresteria Aula,CO2,BC,3.5 Kg,,,OK,OK,OK,1215,857079,2018,Drago,En recarga,857051,E-15,11/2020,
676595,1137,LOTE 95,Zabala M.,Puesto de Guardia Nº 3,Puesto de Guardia Nº 3,POLVO,ABC,10 Kg,,,OK,OK,OK,1121,676133,2018,Melisam,En recarga,676595,B-03,1/12/2020,
2508,1138,LOTE 95,Zabala M.,Puesto de Guardia Nº 3,Puesto de Guardia Nº 3,CO2,BC,3.5 Kg,,,OK,OK,OK,1163,857090,2018,Drago,En recarga,2508,E-15,1/7/2021,
5450,1139,LOTE 95,Zabala M.,Puesto Nº 1,Puesto Nº1,POLVO,ABC,5 Kg,,,OK,OK,OK,1201,656830,2018,Melisam,En recarga,5450,C-06,1/6/2021,
,1140,LOTE 95,Zabala M.,Puesto Nº 1,Puesto Nº1,POLVO,ABC,5 Kg,10/2020,10/2023,OK,OK,OK,1202,657494,2018,Melisam,En planta,,#N/A,#N/A,
300355,1141,LOTE 95,Zabala M.,Isla Ecológica,Perimetro,AFFF,AB,10 Lts,,,OK,OK,OK,718,468102,2018,Melisam,En recarga,300355,G-22,1/11/2020,
281,1142,LOTE 95,Zabala M.,Isla Ecológica,Puesto Nº 8,AFFF,AB,10 Lts,,,OK,OK,OK,717,675725,2018,Melisam,En recarga,281,G-21,1/12/2020,
468155,1143,LOTE 95,Zabala M.,Isla Ecológica,Oficina,POLVO,ABC,10 Kg,,,OK,OK,OK,719,468731,2018,Melisam,En recarga,468155,G-21,12/2020,
300197,1144,LOTE 95,Zabala M.,Isla Ecológica,Oficina,AFFF,AB,10 Lts,,,OK,OK,OK,720,468762,2018,Melisam,En recarga,300197,#N/A,#N/A,
625293,1145,LOTE 95,Zabala M.,Isla Ecológica,Focalizado,AFFF,AB,10 Lts,,,OK,OK,OK,729,468310,2018,Melisam,En recarga,625293,,12/2020,
300301,1146,LOTE 95,Zabala M.,Isla Ecológica,Galp. Arg. Prensa,AFFF,AB,10 Lts,,,OK,OK,OK,724,468494,2018,Melisam,En recarga,300301,G-21,11/2020,
468894,1147,LOTE 95,Zabala M.,Isla Ecológica,Galp. Arg. Prensa,AFFF,AB,10 Lts,,,OK,OK,OK,723,468162,2018,Melisam,En recarga,468894,G-21,12/2020,
300237,1148,LOTE 95,Zabala M.,Isla Ecológica,Galp. Arg. Prensa,AFFF,AB,10 Lts,,,OK,OK,OK,726,468354,2018,Melisam,En recarga,300237,G-21,12/2020,
468420,1149,LOTE 95,Zabala M.,Isla Ecológica,Cuba Soluble,AFFF,AB,10 Lts,,,OK,OK,OK,725,300554,2018,Melisam,En recarga,468420,,1/11/2020,
,1150,LOTE 95,Zabala M.,Isla Ecológica,Desar. Madera -ex UFO-,AFFF,AB,10 Lts,12/2020,12/2020,OK,OK,OK,727,468173,2018,Melisam,En planta,,#N/A,#N/A,
539678,1151,LOTE 95,Zabala M.,Isla Ecológica,Desar. Madera -ex UFO-,CO2,BC,10 Kg,,,OK,OK,OK,728,860191,2018,Melisam,En recarga,539678,,11/2020,
6746,1152,LOTE 95,Zabala M.,Isla Ecológica,Sala de bombas,POLVO,ABC,5 Kg,,,OK,OK,OK,731,656148,2018,Melisam,En recarga,6746,,10/2020,
668475,1153,LOTE 95,Zabala M.,Isla Ecológica,Box. Destruc. Plást.,AFFF,AB,10 Lts,,,OK,OK,OK,729,468310,2018,Melisam,En recarga,668475,,1/11/2020,
468868,1154,LOTE 95,Zabala M.,Isla Ecológica,Box desar. de motores,AFFF,AB,10 Lts,,,OK,OK,OK,730,468089,2018,Melisam,En recarga,468868,G-21,12/2020,
,1155,LOTE 95,Zabala M.,Isla Ecológica,Box. Destruc. Plást.,AFFF,AB,10 Lts,11/2020,11/2020,OK,OK,OK,716,468072,2018,Melisam,En planta,,#N/A,#N/A,
,1156,LOTE 95,Zabala M.,Isla Ecológica,Galp. Arg. Prensa,Agua,A,10 Lts,12/2020,12/2020,OK,OK,OK,722,468231,2018,Melisam,En planta,,#N/A,#N/A,
676633,1157,LOTE 95,Zabala M.,Isla Ecológica,Galp. Arg. Prensa,POLVO,ABC,10 Kg,,,OK,OK,OK,721,676019,2018,Melisam,En recarga,676633,B-04,1/12/2020,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,En planta,,#N/A,#N/A,
